C0 (4060 genes)	C1 (1821 genes)	C2 (1008 genes)	C3 (1919 genes)	C4 (4920 genes)	C5 (2858 genes)	C6 (1913 genes)	C7 (256 genes)
Pele_DN11556_c0_g2_i2	Pele_DN14762_c0_g1_i1	Pele_DN180276_c0_g1_i1	Pele_DN1297_c4_g1_i3	Pele_DN114861_c0_g1_i1	Pele_DN11558_c0_g1_i3	Pele_DN12530_c2_g2_i2	Pele_DN6411_c3_g1_i2
Pele_DN11643_c0_g1_i17	Pele_DN14863_c0_g1_i2	Pele_DN18166_c0_g1_i12	Pele_DN12986_c0_g1_i3	Pele_DN11490_c0_g1_i1	Pele_DN11562_c0_g1_i1	Pele_DN12542_c0_g1_i13	Pele_DN6621_c0_g3_i3
Pele_DN1164_c0_g1_i11	Pele_DN1491_c0_g1_i2	Pele_DN1820_c0_g1_i13	Pele_DN12_c0_g1_i29	Pele_DN1150_c14_g1_i3	Pele_DN11562_c0_g1_i2	Pele_DN12677_c0_g1_i12	Pele_DN6673_c0_g2_i5
Pele_DN116758_c0_g1_i1	Pele_DN1491_c0_g1_i22	Pele_DN183492_c0_g1_i1	Pele_DN1307_c0_g1_i4	Pele_DN1153_c0_g2_i10	Pele_DN11567_c0_g1_i1	Pele_DN12735_c0_g2_i2	Pele_DN6709_c0_g1_i18
Pele_DN11747_c0_g1_i17	Pele_DN1498_c18_g1_i2	Pele_DN18378_c0_g1_i19	Pele_DN1309_c0_g1_i5	Pele_DN11564_c0_g1_i3	Pele_DN11570_c0_g1_i3	Pele_DN12765_c0_g1_i2	Pele_DN68466_c0_g1_i2
Pele_DN11772_c0_g1_i1	Pele_DN1505_c0_g1_i19	Pele_DN18378_c0_g1_i5	Pele_DN130_c0_g1_i15	Pele_DN11565_c0_g1_i1	Pele_DN1157_c0_g1_i29	Pele_DN12765_c0_g1_i8	Pele_DN7095_c0_g1_i11
Pele_DN117771_c0_g2_i1	Pele_DN1505_c0_g1_i9	Pele_DN184_c4_g1_i13	Pele_DN13176_c0_g1_i2	Pele_DN11578_c0_g1_i10	Pele_DN115880_c0_g2_i4	Pele_DN12865_c0_g1_i3	Pele_DN70966_c0_g1_i10
Pele_DN11789_c0_g1_i2	Pele_DN1506_c0_g2_i11	Pele_DN1861_c1_g3_i4	Pele_DN1323_c1_g1_i1	Pele_DN1157_c0_g1_i7	Pele_DN115968_c0_g2_i2	Pele_DN128_c0_g2_i10	Pele_DN7164_c0_g1_i35
Pele_DN11831_c0_g1_i13	Pele_DN1512_c0_g1_i4	Pele_DN18769_c0_g1_i3	Pele_DN132840_c0_g1_i1	Pele_DN11596_c0_g1_i1	Pele_DN11596_c0_g1_i25	Pele_DN12946_c0_g1_i1	Pele_DN7204_c0_g1_i7
Pele_DN11831_c0_g1_i6	Pele_DN1512_c0_g1_i8	Pele_DN1910_c5_g2_i1	Pele_DN1330_c1_g1_i2	Pele_DN115_c15_g1_i3	Pele_DN11611_c0_g1_i4	Pele_DN1294_c1_g1_i1	Pele_DN7460_c0_g1_i1
Pele_DN11857_c0_g1_i2	Pele_DN1517_c0_g2_i1	Pele_DN19221_c0_g1_i2	Pele_DN13322_c0_g1_i11	Pele_DN115_c33_g2_i5	Pele_DN1166_c0_g1_i5	Pele_DN1301_c0_g1_i1	Pele_DN8107_c0_g2_i1
Pele_DN11866_c0_g1_i12	Pele_DN1517_c0_g2_i2	Pele_DN19221_c1_g1_i4	Pele_DN1334_c1_g1_i6	Pele_DN11613_c0_g1_i10	Pele_DN11677_c0_g1_i4	Pele_DN13047_c0_g1_i11	Pele_DN8121_c0_g1_i19
Pele_DN11869_c0_g1_i11	Pele_DN1517_c1_g1_i13	Pele_DN19375_c0_g1_i2	Pele_DN1334_c2_g3_i3	Pele_DN11627_c0_g1_i2	Pele_DN1169_c1_g1_i3	Pele_DN13062_c0_g2_i3	Pele_DN825_c0_g1_i10
Pele_DN11870_c0_g1_i5	Pele_DN15190_c2_g1_i2	Pele_DN19471_c0_g1_i1	Pele_DN13381_c0_g1_i8	Pele_DN1162_c1_g1_i5	Pele_DN117239_c0_g1_i1	Pele_DN130651_c0_g1_i7	Pele_DN8440_c0_g1_i10
Pele_DN11893_c0_g1_i1	Pele_DN15300_c0_g1_i11	Pele_DN1949_c0_g1_i1	Pele_DN1339_c1_g1_i32	Pele_DN11643_c0_g1_i14	Pele_DN11745_c0_g1_i16	Pele_DN1310_c0_g1_i20	Pele_DN88232_c0_g1_i1
Pele_DN11922_c0_g1_i5	Pele_DN1533_c0_g1_i3	Pele_DN1956_c0_g1_i105	Pele_DN1344_c0_g1_i12	Pele_DN11646_c0_g1_i12	Pele_DN11755_c0_g1_i9	Pele_DN13118_c0_g1_i7	Pele_DN9162_c0_g1_i13
Pele_DN1192_c0_g1_i6	Pele_DN15426_c0_g1_i8	Pele_DN198279_c0_g1_i1	Pele_DN13471_c0_g1_i8	Pele_DN11649_c0_g1_i7	Pele_DN11768_c0_g1_i4	Pele_DN13133_c0_g2_i3	Pele_DN91908_c0_g1_i3
Pele_DN119642_c0_g1_i1	Pele_DN15449_c0_g1_i1	Pele_DN19946_c0_g1_i3	Pele_DN13483_c0_g1_i3	Pele_DN11657_c0_g1_i24	Pele_DN118014_c0_g1_i1	Pele_DN13309_c1_g1_i5	Pele_DN9386_c0_g1_i16
Pele_DN11974_c0_g1_i6	Pele_DN15510_c0_g1_i1	Pele_DN1997_c0_g1_i5	Pele_DN13529_c1_g1_i14	Pele_DN1169_c0_g2_i1	Pele_DN1180_c0_g1_i20	Pele_DN1331_c0_g1_i12	Pele_DN9670_c0_g1_i7
Pele_DN11981_c0_g1_i10	Pele_DN15541_c0_g1_i36	Pele_DN2010_c0_g1_i1	Pele_DN1355_c0_g1_i26	Pele_DN1169_c1_g1_i4	Pele_DN1182_c0_g2_i2	Pele_DN133362_c0_g1_i16	Pele_DN9771_c3_g1_i5
Pele_DN11981_c0_g1_i13	Pele_DN15577_c0_g1_i1	Pele_DN2010_c0_g1_i12	Pele_DN13600_c1_g1_i1	Pele_DN1169_c3_g3_i3	Pele_DN11831_c0_g1_i8	Pele_DN1334_c2_g1_i4	Pele_DN9775_c0_g2_i6
Pele_DN11999_c0_g1_i4	Pele_DN15603_c0_g1_i5	Pele_DN20231_c0_g1_i3	Pele_DN13617_c1_g3_i1	Pele_DN11706_c0_g1_i2	Pele_DN1183_c0_g1_i6	Pele_DN13354_c0_g2_i12	Pele_DN9914_c0_g1_i1
Pele_DN12007_c0_g1_i21	Pele_DN15747_c0_g1_i23	Pele_DN20311_c0_g2_i17	Pele_DN13632_c0_g1_i11	Pele_DN11709_c0_g1_i11	Pele_DN11854_c0_g1_i21	Pele_DN13420_c0_g1_i11	Pele_DN9924_c0_g1_i9
Pele_DN12023_c0_g1_i16	Pele_DN15772_c0_g1_i24	Pele_DN20524_c1_g1_i1	Pele_DN136_c0_g1_i13	Pele_DN11709_c0_g1_i8	Pele_DN11869_c0_g1_i7	Pele_DN13439_c0_g1_i69	Pele_DN99496_c0_g1_i3
Pele_DN12065_c0_g1_i1	Pele_DN15791_c0_g1_i17	Pele_DN20599_c0_g1_i3	Pele_DN136_c0_g1_i7	Pele_DN11773_c0_g1_i20	Pele_DN11874_c0_g1_i1	Pele_DN13496_c0_g2_i18	Pele_NODE_100843_length_1236_cov_135.834050_g37731_i3
Pele_DN120788_c0_g2_i1	Pele_DN15835_c0_g2_i10	Pele_DN20787_c0_g2_i4	Pele_DN13733_c0_g2_i1	Pele_DN11780_c0_g1_i1	Pele_DN11930_c0_g1_i1	Pele_DN1360_c0_g1_i13	Pele_NODE_103114_length_1206_cov_597.408650_g164_i387
Pele_DN12090_c0_g1_i10	Pele_DN1593_c0_g1_i2	Pele_DN20824_c0_g2_i4	Pele_DN1383_c0_g1_i8	Pele_DN11782_c0_g1_i10	Pele_DN11933_c1_g1_i9	Pele_DN13733_c0_g3_i1	Pele_NODE_105519_length_1176_cov_807.610154_g2781_i24
Pele_DN12095_c0_g2_i3	Pele_DN16058_c0_g1_i6	Pele_DN2088_c0_g1_i13	Pele_DN13851_c0_g1_i11	Pele_DN11801_c1_g1_i7	Pele_DN11939_c0_g1_i38	Pele_DN13819_c0_g1_i4	Pele_NODE_108157_length_1144_cov_3550.089636_g52137_i0
Pele_DN120_c0_g1_i10	Pele_DN16069_c0_g1_i1	Pele_DN20987_c0_g1_i33	Pele_DN13909_c0_g1_i11	Pele_DN11809_c1_g1_i2	Pele_DN1195_c1_g1_i10	Pele_DN13881_c0_g1_i20	Pele_NODE_112106_length_1099_cov_216.818713_g54649_i0
Pele_DN121036_c1_g1_i1	Pele_DN16135_c0_g1_i5	Pele_DN21123_c0_g1_i1	Pele_DN13945_c0_g1_i1	Pele_DN11811_c0_g1_i4	Pele_DN11999_c0_g1_i7	Pele_DN1393_c0_g1_i15	Pele_NODE_115462_length_1062_cov_162.299292_g51942_i1
Pele_DN121100_c0_g2_i1	Pele_DN161573_c0_g1_i1	Pele_DN2112_c0_g1_i33	Pele_DN1400_c0_g1_i3	Pele_DN11832_c0_g1_i3	Pele_DN12022_c1_g1_i19	Pele_DN13958_c0_g1_i11	Pele_NODE_1183_length_8190_cov_190.170506_g659_i0
Pele_DN12110_c0_g1_i10	Pele_DN162070_c0_g1_i2	Pele_DN21248_c0_g1_i1	Pele_DN1405_c0_g1_i5	Pele_DN11854_c0_g1_i59	Pele_DN120904_c0_g1_i4	Pele_DN13986_c0_g1_i2	Pele_NODE_120114_length_1013_cov_4369.489362_g60080_i0
Pele_DN12170_c0_g1_i1	Pele_DN162824_c0_g1_i1	Pele_DN21288_c0_g1_i5	Pele_DN1413_c0_g1_i10	Pele_DN11898_c0_g1_i5	Pele_DN12092_c0_g1_i4	Pele_DN14137_c0_g1_i20	Pele_NODE_122091_length_993_cov_1251.629348_g26010_i2
Pele_DN122175_c0_g1_i3	Pele_DN162959_c0_g1_i1	Pele_DN21326_c5_g1_i11	Pele_DN14643_c3_g2_i5	Pele_DN11901_c0_g1_i19	Pele_DN12100_c2_g1_i1	Pele_DN14226_c0_g1_i16	Pele_NODE_12302_length_4273_cov_295.918095_g5713_i0
Pele_DN12232_c0_g1_i7	Pele_DN16324_c0_g1_i17	Pele_DN21524_c0_g2_i3	Pele_DN14661_c1_g1_i15	Pele_DN11904_c0_g1_i24	Pele_DN12110_c0_g1_i15	Pele_DN14226_c0_g1_i2	Pele_NODE_123696_length_977_cov_4303.414823_g62593_i0
Pele_DN1223_c0_g1_i33	Pele_DN16392_c0_g1_i4	Pele_DN215_c4_g1_i17	Pele_DN14703_c0_g2_i2	Pele_DN1190_c0_g1_i34	Pele_DN12148_c0_g1_i19	Pele_DN14302_c0_g1_i5	Pele_NODE_12482_length_4250_cov_72.024898_g5793_i0
Pele_DN1223_c0_g1_i37	Pele_DN164226_c0_g1_i1	Pele_DN2180_c0_g1_i10	Pele_DN1471_c1_g1_i5	Pele_DN1190_c3_g2_i2	Pele_DN12172_c1_g2_i6	Pele_DN1430_c0_g1_i8	Pele_NODE_125069_length_964_cov_186.398429_g34978_i5
Pele_DN1228_c0_g1_i1	Pele_DN16466_c0_g1_i15	Pele_DN2180_c0_g2_i1	Pele_DN1471_c1_g1_i8	Pele_DN11930_c0_g1_i13	Pele_DN121874_c0_g1_i7	Pele_DN14320_c0_g1_i22	Pele_NODE_126184_length_953_cov_615.346591_g33595_i3
Pele_DN1228_c0_g1_i8	Pele_DN16502_c0_g1_i17	Pele_DN2183_c0_g1_i2	Pele_DN14731_c0_g1_i6	Pele_DN11930_c0_g1_i14	Pele_DN122459_c0_g1_i5	Pele_DN14425_c0_g1_i15	Pele_NODE_12941_length_4196_cov_397.669901_g5991_i0
Pele_DN12290_c0_g1_i5	Pele_DN16514_c0_g1_i2	Pele_DN2191_c0_g1_i12	Pele_DN14824_c0_g1_i4	Pele_DN11939_c0_g1_i14	Pele_DN12254_c0_g1_i9	Pele_DN1447_c0_g1_i2	Pele_NODE_132110_length_898_cov_797.333333_g68874_i0
Pele_DN12290_c0_g1_i9	Pele_DN165260_c0_g1_i1	Pele_DN2256_c0_g1_i2	Pele_DN14824_c0_g1_i6	Pele_DN11970_c0_g1_i2	Pele_DN12277_c0_g2_i4	Pele_DN14506_c0_g1_i13	Pele_NODE_13452_length_4140_cov_867.449717_g6216_i0
Pele_DN12306_c0_g1_i2	Pele_DN16551_c1_g1_i3	Pele_DN23000_c0_g1_i14	Pele_DN14908_c0_g1_i63	Pele_DN12007_c0_g2_i2	Pele_DN123350_c0_g1_i1	Pele_DN14530_c0_g1_i3	Pele_NODE_137658_length_851_cov_7290.439589_g73237_i0
Pele_DN12326_c1_g1_i1	Pele_DN165738_c0_g1_i1	Pele_DN2303_c0_g1_i27	Pele_DN14968_c0_g1_i13	Pele_DN12021_c0_g1_i17	Pele_DN12355_c0_g1_i1	Pele_DN14530_c0_g1_i5	Pele_NODE_13776_length_4105_cov_284.484375_g6359_i0
Pele_DN12331_c0_g1_i2	Pele_DN16638_c0_g2_i1	Pele_DN23224_c0_g1_i4	Pele_DN15060_c0_g1_i11	Pele_DN12028_c0_g1_i4	Pele_DN12379_c1_g1_i2	Pele_DN14557_c0_g1_i1	Pele_NODE_138888_length_841_cov_403.833333_g45270_i2
Pele_DN12331_c0_g2_i2	Pele_DN16639_c0_g2_i1	Pele_DN23271_c0_g1_i1	Pele_DN1511_c0_g1_i1	Pele_DN12030_c0_g1_i1	Pele_DN123_c0_g2_i6	Pele_DN14650_c0_g1_i7	Pele_NODE_139006_length_840_cov_272.572360_g74304_i0
Pele_DN123340_c0_g1_i2	Pele_DN16697_c0_g1_i1	Pele_DN233692_c0_g1_i3	Pele_DN1513_c5_g1_i5	Pele_DN12030_c0_g1_i7	Pele_DN12420_c0_g1_i3	Pele_DN14823_c1_g1_i18	Pele_NODE_139366_length_837_cov_327.064136_g74605_i0
Pele_DN123359_c0_g1_i1	Pele_DN16717_c0_g1_i1	Pele_DN2342_c0_g1_i11	Pele_DN15147_c1_g1_i3	Pele_DN12040_c2_g1_i3	Pele_DN12424_c0_g1_i1	Pele_DN14854_c0_g1_i13	Pele_NODE_139960_length_832_cov_843.658762_g33595_i5
Pele_DN1234_c0_g1_i17	Pele_DN16749_c0_g1_i3	Pele_DN2342_c0_g1_i7	Pele_DN15258_c1_g1_i4	Pele_DN1204_c0_g2_i3	Pele_DN12521_c0_g1_i1	Pele_DN1499_c0_g1_i1	Pele_NODE_140972_length_824_cov_271.075899_g75908_i0
Pele_DN12391_c0_g1_i24	Pele_DN16749_c0_g1_i7	Pele_DN2342_c0_g1_i8	Pele_DN1528_c0_g2_i10	Pele_DN12056_c0_g1_i2	Pele_DN12543_c0_g1_i1	Pele_DN15008_c0_g1_i7	Pele_NODE_141913_length_816_cov_7798.316285_g76663_i0
Pele_DN12399_c1_g1_i10	Pele_DN16749_c0_g1_i8	Pele_DN234614_c0_g1_i1	Pele_DN152_c14_g1_i6	Pele_DN12061_c0_g1_i8	Pele_DN12549_c0_g1_i20	Pele_DN1502_c0_g1_i6	Pele_NODE_14606_length_4024_cov_220.712478_g1932_i3
Pele_DN12434_c0_g1_i1	Pele_DN16749_c0_g1_i9	Pele_DN234928_c0_g1_i4	Pele_DN15345_c0_g1_i4	Pele_DN120679_c1_g1_i3	Pele_DN12561_c0_g1_i1	Pele_DN15052_c0_g1_i34	Pele_NODE_14738_length_4010_cov_434.105410_g6786_i0
Pele_DN1244_c0_g1_i5	Pele_DN16778_c0_g1_i2	Pele_DN235106_c0_g1_i1	Pele_DN1540_c1_g1_i5	Pele_DN1206_c0_g1_i12	Pele_DN12582_c2_g1_i11	Pele_DN1508_c0_g1_i2	Pele_NODE_15231_length_3959_cov_508.558929_g278_i141
Pele_DN1244_c16_g1_i1	Pele_DN168182_c0_g1_i4	Pele_DN23657_c0_g2_i2	Pele_DN15425_c0_g1_i1	Pele_DN12089_c3_g1_i8	Pele_DN12632_c1_g1_i1	Pele_DN150_c2_g1_i10	Pele_NODE_15929_length_3892_cov_1005.571354_g2216_i7
Pele_DN12498_c0_g1_i6	Pele_DN1682_c0_g1_i83	Pele_DN23680_c0_g1_i5	Pele_DN15520_c0_g2_i1	Pele_DN1208_c1_g1_i11	Pele_DN12677_c0_g1_i4	Pele_DN150_c2_g1_i13	Pele_NODE_15991_length_3887_cov_356.899318_g7343_i0
Pele_DN125048_c0_g1_i1	Pele_DN16858_c0_g1_i13	Pele_DN23781_c0_g1_i9	Pele_DN1555_c0_g1_i2	Pele_DN12092_c0_g1_i10	Pele_DN1267_c1_g2_i5	Pele_DN15176_c0_g1_i22	Pele_NODE_161917_length_678_cov_67.935537_g94056_i0
Pele_DN12506_c1_g1_i5	Pele_DN16875_c0_g1_i24	Pele_DN23801_c0_g1_i11	Pele_DN15687_c0_g1_i26	Pele_DN12139_c0_g1_i11	Pele_DN12704_c2_g1_i14	Pele_DN1519_c0_g1_i4	Pele_NODE_16304_length_3856_cov_362.248744_g493_i13
Pele_DN125561_c0_g1_i14	Pele_DN170225_c0_g1_i1	Pele_DN240761_c0_g1_i1	Pele_DN1577_c0_g1_i12	Pele_DN12139_c0_g1_i5	Pele_DN12707_c1_g1_i6	Pele_DN1522_c0_g1_i28	Pele_NODE_16859_length_3806_cov_119.199304_g7715_i0
Pele_DN12583_c0_g1_i1	Pele_DN171244_c0_g1_i1	Pele_DN24162_c1_g1_i2	Pele_DN15791_c0_g1_i20	Pele_DN12146_c0_g1_i1	Pele_DN12709_c0_g1_i10	Pele_DN152850_c0_g2_i6	Pele_NODE_170666_length_628_cov_4140.648649_g102209_i0
Pele_DN125995_c0_g1_i1	Pele_DN1713_c0_g1_i22	Pele_DN24273_c0_g1_i2	Pele_DN1581_c0_g1_i1	Pele_DN1215_c1_g1_i3	Pele_DN12739_c0_g1_i18	Pele_DN15366_c0_g2_i1	Pele_NODE_17326_length_3765_cov_377.064193_g7566_i1
Pele_DN126101_c0_g1_i3	Pele_DN173042_c0_g1_i1	Pele_DN2433_c0_g1_i1	Pele_DN1594_c0_g1_i3	Pele_DN12224_c0_g3_i1	Pele_DN12766_c0_g1_i3	Pele_DN1536_c0_g1_i10	Pele_NODE_176908_length_596_cov_4150.407266_g108170_i0
Pele_DN12632_c0_g1_i3	Pele_DN1737_c0_g1_i19	Pele_DN2450_c3_g1_i3	Pele_DN15996_c0_g1_i2	Pele_DN1222_c0_g1_i6	Pele_DN12839_c0_g1_i9	Pele_DN1538_c0_g1_i4	Pele_NODE_177991_length_591_cov_60.598456_g109208_i0
Pele_DN12644_c0_g1_i1	Pele_DN1737_c0_g1_i25	Pele_DN24593_c0_g1_i8	Pele_DN1600_c0_g1_i64	Pele_DN12306_c0_g1_i6	Pele_DN12884_c0_g1_i5	Pele_DN15408_c0_g1_i3	Pele_NODE_17855_length_3723_cov_454.645479_g2090_i3
Pele_DN12675_c0_g1_i19	Pele_DN1737_c1_g1_i8	Pele_DN24597_c0_g1_i8	Pele_DN1615_c0_g1_i15	Pele_DN12339_c0_g2_i3	Pele_DN12894_c0_g1_i10	Pele_DN15610_c0_g1_i1	Pele_NODE_18958_length_3633_cov_250.886236_g2626_i3
Pele_DN12729_c0_g1_i10	Pele_DN17496_c0_g2_i10	Pele_DN24670_c0_g1_i2	Pele_DN16175_c0_g1_i31	Pele_DN12347_c0_g1_i1	Pele_DN12969_c0_g2_i2	Pele_DN15642_c0_g1_i22	Pele_NODE_197964_length_508_cov_453.158621_g128741_i0
Pele_DN1272_c0_g1_i1	Pele_DN17511_c0_g1_i8	Pele_DN24748_c0_g1_i1	Pele_DN16239_c0_g1_i1	Pele_DN12348_c1_g1_i12	Pele_DN12975_c0_g1_i5	Pele_DN15642_c0_g1_i30	Pele_NODE_19972_length_3554_cov_191.305372_g8550_i3
Pele_DN12750_c0_g1_i1	Pele_DN17511_c1_g1_i3	Pele_DN25063_c0_g1_i4	Pele_DN16239_c0_g1_i3	Pele_DN12383_c0_g1_i29	Pele_DN12980_c0_g1_i6	Pele_DN15724_c0_g1_i10	Pele_NODE_20584_length_3510_cov_319.156241_g6556_i3
Pele_DN12750_c0_g1_i12	Pele_DN17575_c0_g1_i2	Pele_DN25604_c0_g1_i25	Pele_DN16281_c0_g1_i2	Pele_DN1238_c0_g1_i10	Pele_DN13005_c0_g1_i2	Pele_DN15754_c0_g1_i30	Pele_NODE_2076_length_7185_cov_153.794151_g474_i1
Pele_DN12752_c0_g1_i3	Pele_DN175858_c0_g1_i1	Pele_DN25933_c0_g3_i4	Pele_DN16317_c0_g1_i3	Pele_DN12407_c0_g1_i2	Pele_DN13055_c0_g1_i2	Pele_DN15780_c0_g1_i1	Pele_NODE_213334_length_458_cov_224.594805_g144012_i0
Pele_DN12778_c0_g1_i7	Pele_DN17623_c0_g1_i2	Pele_DN2596_c3_g1_i11	Pele_DN1637_c0_g2_i6	Pele_DN12412_c0_g1_i1	Pele_DN13076_c0_g3_i2	Pele_DN15947_c0_g1_i40	Pele_NODE_213390_length_458_cov_8.225974_g144068_i0
Pele_DN1278_c0_g1_i6	Pele_DN17623_c0_g1_i5	Pele_DN26030_c0_g1_i1	Pele_DN16481_c0_g1_i8	Pele_DN12416_c0_g1_i2	Pele_DN13133_c0_g1_i2	Pele_DN1594_c1_g1_i7	Pele_NODE_213410_length_458_cov_5.000000_g144088_i0
Pele_DN1282_c0_g1_i3	Pele_DN17623_c1_g1_i1	Pele_DN2633_c0_g1_i22	Pele_DN16515_c0_g1_i11	Pele_DN1241_c2_g1_i2	Pele_DN13187_c0_g1_i14	Pele_DN1594_c3_g1_i4	Pele_NODE_21460_length_3451_cov_10.664002_g9689_i0
Pele_DN12842_c0_g1_i4	Pele_DN1764_c0_g1_i3	Pele_DN26345_c0_g1_i1	Pele_DN16528_c0_g1_i8	Pele_DN1243_c0_g1_i25	Pele_DN13240_c1_g1_i1	Pele_DN1600_c0_g1_i11	Pele_NODE_21563_length_3444_cov_21.207654_g9737_i0
Pele_DN12852_c0_g1_i23	Pele_DN17725_c2_g1_i3	Pele_DN26375_c0_g1_i1	Pele_DN1657_c0_g1_i12	Pele_DN1243_c0_g1_i48	Pele_DN13267_c0_g1_i6	Pele_DN1600_c0_g1_i73	Pele_NODE_215794_length_451_cov_9.830688_g146465_i0
Pele_DN13031_c0_g1_i5	Pele_DN17837_c0_g1_i1	Pele_DN2644_c0_g1_i45	Pele_DN16617_c0_g1_i15	Pele_DN12459_c0_g1_i1	Pele_DN1326_c0_g1_i2	Pele_DN1609_c0_g2_i27	Pele_NODE_221463_length_436_cov_8.071625_g152121_i0
Pele_DN13035_c0_g2_i2	Pele_DN17856_c0_g1_i1	Pele_DN264_c0_g1_i4	Pele_DN1676_c0_g2_i3	Pele_DN12479_c0_g1_i7	Pele_DN13280_c0_g1_i5	Pele_DN16138_c0_g1_i15	Pele_NODE_231880_length_411_cov_5.532544_g162529_i0
Pele_DN1309_c0_g1_i3	Pele_DN17888_c0_g1_i1	Pele_DN26962_c0_g2_i1	Pele_DN16814_c0_g1_i10	Pele_DN12492_c1_g1_i10	Pele_DN132_c2_g1_i15	Pele_DN1616_c0_g1_i12	Pele_NODE_23673_length_3309_cov_464.381953_g7681_i1
Pele_DN1311_c0_g1_i16	Pele_DN17954_c0_g1_i3	Pele_DN269678_c0_g1_i1	Pele_DN16839_c0_g1_i16	Pele_DN125009_c0_g1_i5	Pele_DN132_c2_g1_i18	Pele_DN1616_c0_g1_i15	Pele_NODE_25109_length_3225_cov_379.450825_g2762_i3
Pele_DN13154_c0_g1_i4	Pele_DN179_c0_g1_i12	Pele_DN26_c0_g1_i21	Pele_DN16844_c2_g1_i2	Pele_DN125009_c0_g1_i9	Pele_DN13309_c1_g1_i2	Pele_DN1616_c0_g1_i28	Pele_NODE_26146_length_3165_cov_2006.558215_g11664_i0
Pele_DN131851_c0_g2_i1	Pele_DN18046_c0_g1_i54	Pele_DN270347_c0_g1_i1	Pele_DN16844_c2_g1_i6	Pele_DN12520_c0_g1_i9	Pele_DN13309_c1_g1_i6	Pele_DN1618_c0_g1_i1	Pele_NODE_26851_length_3125_cov_302.872870_g1757_i2
Pele_DN1319_c0_g2_i1	Pele_DN18189_c0_g1_i10	Pele_DN270429_c0_g1_i1	Pele_DN1693_c3_g1_i11	Pele_DN12552_c0_g1_i11	Pele_DN133408_c0_g2_i2	Pele_DN16218_c0_g1_i10	Pele_NODE_28585_length_3033_cov_407.583446_g12703_i0
Pele_DN13207_c0_g1_i11	Pele_DN1821_c3_g1_i6	Pele_DN27120_c0_g1_i1	Pele_DN17140_c0_g1_i1	Pele_DN1256_c1_g1_i3	Pele_DN13357_c0_g2_i1	Pele_DN16240_c1_g1_i6	Pele_NODE_289468_length_321_cov_5.370968_g220114_i0
Pele_DN13207_c0_g1_i17	Pele_DN18288_c0_g1_i10	Pele_DN271721_c0_g1_i2	Pele_DN17156_c0_g1_i5	Pele_DN12588_c0_g1_i3	Pele_DN1339_c0_g1_i20	Pele_DN1627_c0_g1_i17	Pele_NODE_28954_length_3014_cov_130.516831_g6560_i7
Pele_DN13273_c0_g1_i1	Pele_DN18314_c0_g1_i8	Pele_DN271807_c0_g1_i1	Pele_DN1726_c0_g1_i8	Pele_DN12627_c0_g1_i1	Pele_DN133_c0_g1_i10	Pele_DN1627_c0_g1_i19	Pele_NODE_29601_length_2982_cov_343.060158_g11536_i2
Pele_DN13316_c0_g1_i8	Pele_DN18346_c0_g1_i4	Pele_DN27476_c1_g1_i2	Pele_DN17293_c0_g2_i5	Pele_DN12632_c25_g1_i7	Pele_DN13428_c0_g2_i2	Pele_DN162_c12_g1_i4	Pele_NODE_296721_length_313_cov_5.266667_g227367_i0
Pele_DN13326_c0_g1_i25	Pele_DN18402_c0_g1_i3	Pele_DN2747_c0_g1_i11	Pele_DN17386_c1_g2_i2	Pele_DN12649_c0_g1_i6	Pele_DN13446_c0_g1_i10	Pele_DN162_c13_g1_i2	Pele_NODE_29711_length_2977_cov_59.086433_g13176_i0
Pele_DN13343_c0_g1_i2	Pele_DN1840_c0_g1_i11	Pele_DN2749_c1_g1_i9	Pele_DN17387_c0_g1_i5	Pele_DN1265_c0_g2_i4	Pele_DN1345_c2_g1_i3	Pele_DN16328_c2_g1_i1	Pele_NODE_298653_length_311_cov_3.974790_g229299_i0
Pele_DN13385_c0_g1_i5	Pele_DN1840_c0_g1_i2	Pele_DN275295_c0_g1_i2	Pele_DN17506_c0_g1_i20	Pele_DN12700_c0_g1_i1	Pele_DN13496_c0_g1_i3	Pele_DN1637_c0_g1_i7	Pele_NODE_30253_length_2950_cov_616.812304_g13423_i0
Pele_DN13405_c0_g1_i10	Pele_DN18539_c0_g1_i4	Pele_DN275548_c0_g1_i1	Pele_DN1755_c0_g1_i6	Pele_DN12731_c0_g1_i6	Pele_DN13496_c0_g2_i13	Pele_DN16381_c0_g1_i3	Pele_NODE_302982_length_307_cov_2.123932_g233628_i0
Pele_DN134222_c0_g1_i1	Pele_DN18609_c0_g1_i1	Pele_DN276477_c0_g1_i1	Pele_DN1772_c1_g1_i1	Pele_DN1273_c0_g1_i2	Pele_DN13560_c0_g2_i12	Pele_DN16431_c0_g2_i10	Pele_NODE_3056_length_6520_cov_46.605398_g1605_i0
Pele_DN1342_c0_g1_i1	Pele_DN1869_c1_g1_i23	Pele_DN27968_c1_g1_i8	Pele_DN17861_c0_g1_i10	Pele_DN1273_c2_g1_i2	Pele_DN13566_c2_g1_i2	Pele_DN1648_c0_g2_i1	Pele_NODE_30644_length_2935_cov_156.166317_g2168_i40
